size	K	T	instance	Obj value	CPLEX time (s)	Optimal path
7	2	90	6	133.0	0.4353302	1 2 9 10 17 18 25 32 33 34 41 42 49 
7	2	90	7	125.0	0.6056239	1 2 9 16 17 18 25 26 27 28 35 42 49 
7	2	90	8	136.0	0.3688274	1 2 3 4 5 12 13 20 21 28 35 42 49 
7	2	90	9	141.0	0.3870054	1 8 15 16 23 24 25 26 33 34 35 42 49 
7	4	30	0	98.0	0.6486033	1 2 3 4 11 18 25 26 33 40 41 42 49 
7	4	30	1	100.0	0.8377372	1 8 9 16 17 18 19 26 33 40 41 48 49 
7	4	30	2	100.0	1.1450158	1 8 9 16 23 24 25 26 33 34 41 48 49 
7	4	30	3	101.0	1.3552102	1 2 3 10 11 18 19 26 27 28 35 42 49 
7	4	30	4	104.0	0.955114	1 8 15 22 29 30 31 32 39 40 41 42 49 
7	4	30	5	99.0	0.6195911	1 2 3 4 11 12 13 20 27 28 35 42 49 
7	4	30	6	103.0	0.8978507	1 2 3 10 17 18 25 26 33 40 41 42 49 
7	4	30	7	94.0	0.4935958	1 2 3 4 11 18 19 26 33 40 47 48 49 
7	4	30	8	99.00000000000006	0.6559747	1 8 9 16 17 18 19 26 27 28 35 42 49 
7	4	30	9	98.0	0.4920332	1 8 9 10 17 18 25 26 33 40 41 48 49 
7	4	60	0	184.99999999999955	4.2260671	1 2 9 10 11 12 19 20 27 34 35 42 49 
7	4	60	1	201.0	5.2099394	1 2 9 16 17 24 25 32 39 40 47 48 49 
7	4	60	2	179.0	1.1795928	1 8 15 16 23 30 31 32 33 34 35 42 49 
7	4	60	3	205.0	4.4495583	1 8 15 16 17 24 31 32 39 46 47 48 49 
7	4	60	4	189.0	3.8810946	1 2 9 10 11 18 25 32 33 34 35 42 49 
7	4	60	5	190.0	4.3915523	1 8 9 16 23 24 25 26 33 34 35 42 49 
7	4	60	6	197.0	6.8166877	1 2 9 16 17 18 19 26 27 34 41 42 49 
7	4	60	7	185.0	2.4281866	1 8 9 16 23 24 31 32 39 40 41 48 49 
7	4	60	8	195.0	4.7851582	1 2 9 10 11 12 19 26 33 40 41 48 49 
7	4	60	9	193.9999999999999	2.6866245	1 8 15 16 17 24 31 32 39 40 41 42 49 
7	4	90	0	294.0	10.1782796	1 8 9 16 17 24 31 38 39 40 41 42 49 
7	4	90	1	286.0	4.5626899	1 8 9 16 23 24 31 32 39 46 47 48 49 
7	4	90	2	303.0	7.5306317	1 2 3 10 11 12 19 26 27 34 41 42 49 
7	4	90	3	286.0	5.3852075	1 2 9 16 17 24 31 32 33 34 41 42 49 
7	4	90	4	295.0	9.5556959	1 2 9 10 11 12 19 26 27 34 41 48 49 
7	4	90	5	273.0	6.6094447	1 8 15 16 17 24 31 38 39 40 41 42 49 
7	4	90	6	284.0	9.5516209	1 2 9 16 17 24 31 32 33 34 35 42 49 
7	4	90	7	284.0	14.1093206	1 8 15 16 17 18 25 26 33 34 41 48 49 
7	4	90	8	292.0	6.02487	1 8 9 10 11 12 13 14 21 28 35 42 49 
7	4	90	9	280.0	8.5719838	1 2 9 10 17 18 19 26 27 28 35 42 49 
7	6	30	0	154.0	4.5293248	1 8 15 16 17 24 31 32 33 34 41 48 49 
7	6	30	1	155.0	4.5798812	1 2 9 10 17 24 31 32 33 40 41 42 49 
7	6	30	2	152.0	3.0465489	1 8 15 22 23 24 31 32 39 46 47 48 49 
7	6	30	3	157.99999999999977	6.9647745	1 2 9 10 17 18 25 26 33 34 35 42 49 
7	6	30	4	152.0	2.7084859	1 8 15 22 23 24 31 32 33 34 35 42 49 
7	6	30	5	150.0	1.1707514	1 2 9 16 17 18 25 32 33 34 41 48 49 
7	6	30	6	150.0	4.1217361	1 8 9 10 17 24 31 32 33 40 41 48 49 
7	6	30	7	157.0	5.3637451	1 8 15 22 23 30 37 38 45 46 47 48 49 
7	6	30	8	159.0	9.4048407	1 8 15 22 23 24 25 26 33 34 41 42 49 
7	6	30	9	158.0	3.4467294	1 8 9 10 17 24 25 26 27 34 35 42 49 
7	6	60	0	299.99999999999966	25.2390054	1 8 15 16 17 18 25 32 39 40 41 42 49 
7	6	60	1	294.0	12.5968011	1 8 9 10 11 12 13 20 27 28 35 42 49 
7	6	60	2	315.9999999999998	34.0169811	1 2 9 10 11 18 25 32 39 40 47 48 49 
7	6	60	3	300.0	17.4120961	1 8 9 10 11 18 19 20 27 34 41 48 49 
7	6	60	4	295.0	4.7199184	1 8 9 10 11 12 19 26 27 28 35 42 49 
7	6	60	5	313.9999999999995	40.8652485	1 8 15 16 23 30 31 38 39 46 47 48 49 
7	6	60	6	305.0	24.6217074	1 2 9 10 17 24 31 32 33 40 47 48 49 
7	6	60	7	292.0	20.5496048	1 8 9 10 11 18 25 32 33 34 41 48 49 
7	6	60	8	281.99999999999994	6.6832224	1 8 9 10 17 18 19 26 33 40 47 48 49 
7	6	60	9	292.9999999999999	14.9038777	1 2 9 16 17 18 25 26 33 34 35 42 49 
7	6	90	0	418.0	10.969884	1 2 3 4 5 6 13 20 27 34 35 42 49 
7	6	90	1	429.0	16.5849146	1 2 3 4 11 18 25 26 27 34 35 42 49 
7	6	90	2	438.0	46.9956897	1 8 15 22 23 30 31 38 39 40 41 48 49 
7	6	90	3	444.0	43.4610215	1 8 9 16 23 30 31 38 39 46 47 48 49 
7	6	90	4	433.0	47.55782	1 2 9 10 11 18 19 26 27 34 35 42 49 
7	6	90	5	417.0	38.8706698	1 8 9 10 11 12 19 20 27 34 35 42 49 
7	6	90	6	430.99999999999983	23.1209266	1 2 3 10 17 24 25 32 39 40 47 48 49 
7	6	90	7	414.0	40.6035556	1 2 9 16 23 24 25 32 39 46 47 48 49 
7	6	90	8	440.0	45.3345584	1 2 9 10 17 24 25 32 33 34 41 42 49 
7	6	90	9	424.0	28.5147211	1 8 15 16 17 24 25 26 27 34 41 48 49 
